Movie,StoryLine
"The X-Files
Original title: The X Files
TV Series
1993–2018
TV-14
45m","Two FBI agents, Fox Mulder and Dana Scully work in an unassigned detail of the bureau called the X-Files investigating cases dealing with unexplained paranormal phenomena. Mulder, a true believer, and Scully, a skeptic, perceive their cases from stand points of science and the paranormal. —ZachMichalik"
"Blue Bloods
TV Series
2010–
TV-14
43m", 
"Chicago P.D.
TV Series
2014–
TV-14
43m","District 21 of the Chicago Police Department is made up of two distinctly different groups. There are the uniformed cops who patrol the beat and go head-to-head with the city's street crimes. And there's the Intelligence Unit, the team that combats the city's major offenses--organized crime, drug trafficking, high-profile murders, and beyond. —ahmetkozan"
"Ozark
TV Series
2017–2022
TV-MA
1h", 
"Shetland
TV Series
2013–
TV-14
1h","Created from the novels by award winning crime writer Ann Cleeves, Shetland follows DI Jimmy Perez and his team as they investigate crime within the close knit island community. In this isolated and sometimes inhospitable environment, the team have to rely on a uniquely resourceful style of policing. Set against a hauntingly beautiful landscape, Shetland is based on the best selling books such as Red Bones, Raven Black, Dead Water and Blue Lightning. —ahmetkozan"
"Mindhunter
TV Series
2017–2019
TV-MA
1h","Two FBI agents, fighting the departmental stigma of backroom boys - those who try to complicate the status quo of simple Means, Motive, Opportunity (MMO) of crime-solving with academics - work to develop an innovative investigative field incorporating psychology, anthropology and sociology as a method to reveal the motive. They acknowledge classic crime-solving - MMO - as no longer sufficient because criminality is becoming more complicated as Motive graduates from need and greed to inexplicable and irrational reasons. They theorize applying deeper psychological evaluation will posit new questions. Simply, asking Why will lead to the Who. This series focuses on the development by two men, two agents, of a new criminal field and does so through story lines of visiting the sociopathic mind. —sasisami"
"The Capture
TV Series
2019–
TV-MA
1h", 
"Reservation Dogs
TV Series
2021–
TV-MA
30m",Comedy series about four Native American teenagers growing up on a reservation in eastern Oklahoma.
"The Super Mario Bros. Movie
2023","A plumber named Mario travels through an underground labyrinth with his brother, Luigi, trying to save a captured princess. Feature film adaptation of the popular video game."
"Rick and Morty
TV Series
2013–
TV-MA
23m","An animated series on adult-swim about the infinite adventures of Rick, a genius alcoholic and careless scientist, with his grandson Morty, a 14 year-old anxious boy who is not so smart. Together, they explore the infinite universes; causing mayhem and running into trouble. —Ruben Galaviz"
"Cyberpunk: Edgerunners
TV Series
2022–
TV-MA
24m","A Street Kid trying to survive in a technology and body modification-obsessed city of the future. Having everything to lose, he chooses to stay alive by becoming an Edgerunner, a Mercenary outlaw also known as a Cyberpunk."
"Entergalactic
2022
TV-MA
1h 33m","Jabari, a charming, streetwear-clad artist on the cusp of real success. After a chance run-in with his cool new photographer neighbor, Meadow, Jabari has to figure out whether he can make space for love in his life."
"DC League of Super-Pets
2022
PG
1h 45m","When the Justice League are captured by Lex Luthor, Superman's dog, Krypto, forms a team of shelter-pets who were given super-powers: A hound named Ace, who becomes super-strong, a pig named PB, who can grow to giant-size, a turtle named Merton, who becomes super-fast, and a squirrel named Chip, who gains electric-powers."
"Lyle, Lyle, Crocodile
2022
PG
1h 46m","Follows the title reptile who lives in a house on East 88th Street in New York City. Lyle enjoys helping the Primm family with everyday chores and playing with the neighborhood kids but one neighbor insists that Lyle belongs in a zoo. Mr. Grumps and his cat, Loretta, do not like crocodiles, and Lyle tries to prove that he is not as bad as others might first think."
"Family Guy
TV Series
1999–
TV-MA
22m","Sick, twisted and politically incorrect, the animated series features the adventures of the Griffin family. Endearingly ignorant Peter and his stay-at-home wife Lois reside in Quahog, R.I., and have three kids. Meg, the eldest child, is a social outcast, and teenage Chris is awkward and clueless when it comes to the opposite sex. The youngest, Stewie, is a genius baby bent on killing his mother and destroying the world. The talking dog, Brian, keeps Stewie in check while sipping martinis and sorting through his own life issues. —Jwelch5742"
"The Simpsons
TV Series
1989–
TV-14
22m","This is an animated sitcom about the antics of a dysfunctional family. Homer is the oafish unhealthy beer loving father, Marge is the hardworking homemaker wife, Bart is the perpetual ten-year-old underachiever (and proud of it), Lisa is the unappreciated eight-year-old genius, and Maggie is the cute, pacifier loving silent infant. —Sam Kelly"
"Attack on Titan
Original title: Shingeki no Kyojin
TV Series
2013–2023
TV-MA
24m","Humans are nearly exterminated by giant creatures called Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a land protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present, and mankind has not seen a titan in over 100 years. One day, 10 year old Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a colossal titan that appears out of thin air. As the smaller titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single titan and take revenge for all of mankind."
"Star Trek: Lower Decks
TV Series
2020–
TV-14
25m","Boldly going where no one has gone before, Star Trek: Lower Decks follows the underdogs of Starfleet and their crazy adventures traversing the universe, helping civilizations and new life, and keeping up appearances without making total fools of themselves along the way. It's Star Trek, but more irreverent than you've ever seen it before. —Johnny"
